areaid,home,job
15754,710,208
5051,476,362
185751,3,0
108483,128,71
106858,13,3
107819,21,6
117621,21,7
45964,16,5
58504,68,28
4163,3,1
65788,1,0
125202,7,3
16227,3,0
4539,4,0
36664,4,0
4339,0,1
22802,1,0
137700,1,0
4694,1,0
136659,1,1
113087,176,59
160256,16,3
7827,38,13
51284,4,4
66609,6,2
87506,77,18
181180,69,26
58117,577,107
133084,246,171
169912,291,138
145585,72,68
94135,150,77
65128,2,0
28998,35,26
50949,18,8
43235,2,0
32851,30,13
153379,16,2
114098,1,0
70611,6,1
8934,1,1
176291,3,0
141156,12,7
81327,4,1
81931,4,0
77726,62,16
179985,1,0
118300,112,49
16860,9,8
7928,22,12
145611,4,0
164518,14,8
127501,26,8
9509,16,5
43018,102,132
144801,66,11
187396,516,175
175087,1599,793
150414,3198,906
42341,4703,2875
145710,514,210
20592,773,495
48964,225,78
43399,5,1
150355,19,8
28489,56,18
39235,2,0
16566,1,0
107872,10,1
84245,43,11
169036,49,5
90185,46,16
129985,9,2
25720,6,4
16903,6,3
42433,17,5
168088,1,0
151097,3,0
155258,2,0
48647,18,10
151299,5,3
140160,25,9
43557,4,1
53154,94,30
34669,137,48
160799,66,46
133017,269,175
42133,409,245
61490,1372,381
146893,640,762
165713,1391,610
96802,37,48
173292,1040,532
45312,88,32
41440,134,41
9956,15,4
125654,3,0
121584,8,3
75244,4,3
9325,1,0
150856,1,0
6633,22,12
128881,2,0
105906,1,0
102051,2,2
69306,22,7
132286,29,8
168908,10,5
9333,39,19
99889,91,58
125549,25,13
108981,529,194
79406,34,49
36607,515,462
153964,26,27
91877,7,2
40762,16,7
165895,53,13
184391,21,12
166060,26,4
61475,11,4
100697,50,48
109479,2,0
92213,2,0
88067,1,0
75851,35,14
41036,2,2
130452,8,2
51836,11,1
21570,5,0
186555,11,4
50776,1,0
89249,49,11
33846,1,0
179016,158,57
67425,1,0
106514,12,1
163600,6,1
18873,55,15
5902,13,1
167439,4,0
149686,106,113
183932,24,14
132710,737,152
170674,61,29
9207,144,84
81142,36,7
38450,3,0
121490,3,2
155584,48,22
65310,33,10
55696,29,20
64690,15,3
99820,1,0
24677,4,0
77390,1,0
70746,22,8
18025,1,0
31369,27,8
23934,1,1
131282,15,5
130231,9,5
127815,1,0
70305,19,4
106508,2,0
157744,2,0
56319,26,12
26430,22,3
138783,85,29
129348,118,23
53487,3,0
185667,174,60
164597,391,126
123753,87,41
51157,6,3
113615,344,122
121042,2208,983
132335,1411,1145
68490,6250,1456
76316,228,118
71397,318,78
59256,206,99
183173,3,0
36663,27,4
84528,111,46
94243,15,4
108978,55,10
34774,2,0
170866,40,28
173055,3,0
106563,1,1
107734,3,0
2308,1,0
38492,1,0
89024,27,13
22933,7,2
56033,28,2
106976,3,0
37261,465,175
70145,397,153
15924,37,7
56535,231,126
86354,428,290
142209,1963,617
47524,1162,299
12505,144,104
104353,141,167
45659,801,316
53262,7,5
114856,5,3
128569,3,2
107372,9,0
10421,7,0
106912,12,2
68517,0,1
94459,3,0
99175,1,0
177265,1,0
39617,2,0
97744,2,0
6281,1,0
87788,6,0
114894,16,7
177382,5,2
111899,3,2
145416,25,3
86374,187,98
165752,50,8
135104,210,125
139607,30,9
48652,34,24
46528,5,2
176038,118,57
97621,5,0
142578,62,32
87476,34,7
69289,17,12
122980,3,1
7419,1,0
137077,0,1
152125,1,0
188797,1,0
70259,47,17
128322,6,0
151060,14,1
81343,6,3
162642,19,4
3497,3,0
21046,2,0
79941,2,0
75083,23,9
144049,2,0
15814,2,1
188864,10,1
24836,30,8
131546,15,9
36459,34,13
16942,3,1
164175,20,9
26661,31,11
180004,186,49
82617,109,137
158700,1476,361
101391,22,13
25886,30,5
152459,16,9
5102,10,13
157581,22,19
67080,73,36
11135,13,3
117834,2,0
189571,2,0
124012,2,0
177383,29,14
180320,7,0
124827,14,2
17374,6,2
143482,3,0
186499,1,0
14315,44,25
40957,15,1
71961,2,0
10704,11,5
185866,24,5
3318,4,1
19490,25,29
57665,44,5
60820,63,30
74156,113,59
132051,1314,354
130589,20,6
175337,18,20
68492,30,5
183625,7,4
180968,2,0
36849,18,13
175735,5,4
12533,1,0
38417,5,0
154295,1,0
164820,1,0
53863,2,0
77267,36,7
129915,7,1
38805,1,0
151303,3,0
24995,1,0
155545,22,12
22668,27,11
51165,13,7
114872,1,0
62087,2,0
146946,1,0
166627,10,0
160863,9,2
69363,227,75
157721,5,4
46596,157,61
95104,58,25
11439,48,28
7509,1107,996
75298,3709,937
124684,5450,1406
113031,4099,965
24500,1401,535
122639,458,184
148075,9,1
103310,3,6
49994,20,7
144598,229,88
133015,0,1
67249,8,0
183828,505,109
23716,29,37
171583,1,0
39729,3,3
45629,6,3
139218,11,5
44665,5,3
77620,3,0
33289,2,1
16985,1,1
54430,17,13
62213,9,6
1247,8,1
14577,3,2
59162,47,18
49073,2,0
186270,38,17
52322,43,7
155042,5,0
3069,1,0
10437,0,1
130165,2,1
186026,2,0
38634,7,3
6708,21,3
161253,196,146
132258,67,32
158077,41,6
175516,108,17
180343,266,170
96224,1602,355
81774,1093,487
129117,4114,977
7746,1804,907
79380,358,143
59390,112,49
122899,8,2
43799,11,16
90563,7,2
92724,3,0
153769,14,4
127233,2,2
152147,1,0
43350,47,14
102869,39,6
13767,0,1
71229,5,1
53440,1,0
136211,4,1
149541,2,0
164806,2,1
90212,7,3
4646,13,4
1332,379,189
44884,114,34
124707,49,23
4641,39,25
110316,407,257
169675,510,180
25676,422,199
108436,2099,1009
77704,2119,665
102049,957,1332
67390,331,69
49986,20,11
81186,0,1
127232,10,4
94576,4,0
18444,27,18
16802,34,29
170621,3,0
92371,43,6
161852,1,0
66093,1,0
91844,50,12
53473,3,0
123511,3,1
10414,18,9
92303,1,0
199,20,6
92926,89,33
97239,74,36
17863,17,7
163166,33,16
33506,205,63
173731,17,3
64999,27,1
137890,1,0
154274,6,4
177586,6,0
133773,2,0
12220,1,0
80514,1,1
173762,12,1
78431,1,0
106463,7,3
179399,34,10
179257,49,7
139333,25,7
64086,37,23
60713,0,1
131403,53,41
83159,22,10
129844,15,3
134136,6,1
76880,4,3
178038,2,1
4710,1,0
26055,22,9
118438,46,14
75410,2,0
99782,200,76
610,48,91
156573,147,140
16873,1109,643
170496,2726,1162
67556,1805,2040
14562,841,564
136419,560,243
138575,197,96
139087,92,38
110700,45,28
65076,150,62
181961,15,20
102845,121,86
75835,2,0
123615,42,26
50310,18,5
104214,3,0
80486,9,7
121962,3,0
116818,71,49
10323,16,6
2838,8,1
1223,0,2
184467,1,0
35387,5,0
125343,6,1
154772,98,48
159805,185,102
105800,96,39
76284,1668,885
122480,2236,1445
121719,1574,1813
97356,1577,1082
167063,564,502
187872,213,74
184767,91,30
18718,47,24
77836,301,98
37981,24,19
12193,254,164
69495,1,0
99443,5,0
129226,1,1
136152,3,0
166178,3,0
58235,4,1
118297,4,5
99222,25,17
99736,19,9
164003,168,71
171003,35,18
176704,845,355
87845,1,0
145862,185,52
93223,99,35
6203,1,0
105468,3,2
186105,8,3
36028,70,77
111410,22,2
152704,41,14
83994,59,32
163664,1,1
16625,2,0
111316,2,0
109561,140,53
52604,7,0
68960,1,0
67528,4,2
92337,1,0
158199,6,5
93763,20,6
173468,11,7
21699,107,35
182063,525,304
53956,12,15
169889,57,7
3521,355,333
170543,10,0
27470,53,11
168438,5,0
169536,268,335
68122,2,0
161913,1,0
64440,2,0
116567,1,0
59993,8,1
171547,28,22
183285,1,1
33017,0,1
51828,3,2
95003,57,8
41805,2,0
47784,3,0
14835,69,33
177938,153,126
54616,9,3
63988,109,27
169163,0,3
100826,3,1
66257,1,0
121766,28,18
94616,9,9
62269,7,2
80252,8,1
165404,4,4
163994,3,0
163928,7,2
161269,8,3
187265,31,12
38589,2,0
46279,2,0
104416,4,5
67502,4,1
90833,4,0
78124,2,2
23891,1,0
121322,1,0
157758,145,30
131920,42,5
164344,1086,447
70311,823,401
31912,2016,474
101747,2215,1263
85749,125,148
106146,64,44
176177,378,384
19353,49,27
13839,15,6
163233,1,0
69494,15,13
129001,196,56
156903,3,0
29653,323,90
4642,5,1
142780,42,5
28935,1,0
8118,1,0
151488,20,2
183449,13,4
32370,0,1
138710,48,12
7218,2,0
12604,9,10
44687,6,1
76914,4,0
59836,3,0
128698,2,0
33419,7,0
162516,99,45
116015,13,8
143491,2144,574
53752,484,516
123786,930,298
82453,2762,1086
78170,526,474
3893,86,52
26854,603,252
56826,25,11
113186,19,6
130,51,12
129363,7,2
81012,0,1
81021,3,0
29269,29,15
62537,16,3
62488,14,9
24135,193,58
176043,3,3
125354,2,0
109228,1,0
70564,23,14
19290,4,0
183314,7,7
138400,20,16
153756,27,17
42951,1,0
136896,1,0
53928,13,5
27784,7,1
69302,25,2
32224,1,0
94492,2,2
26370,2,2
124954,12,2
62449,10,5
42115,65,14
31687,684,211
152500,176,45
131304,160,114
104098,1449,580
40394,882,1371
114628,1897,1430
40077,2327,521
131042,3778,829
117666,389,105
103217,14,7
12550,1,0
162653,7,3
102731,5,1
72062,101,27
92514,6,4
189854,21,8
179610,8,8
79442,34,25
26917,8,1
175389,0,1
144151,6,3
23825,2,0
114592,5,2
12580,239,136
103234,1,0
39265,2,0
113772,16,4
79506,86,16
50620,9,0
178796,65,32
131237,19,11
181859,853,558
19158,3722,884
142030,1127,1663
105683,2225,1484
177491,643,282
134199,253,64
163638,390,160
31789,25,5
186650,13,1
143934,5,2
84798,4,2
175360,249,47
154182,6,3
96456,52,11
189595,17,3
72985,3,0
22198,1,0
137762,3,0
172534,6,1
150170,1,0
178398,1,0
120383,0,2
4187,1,1
176178,108,24
49416,0,1
78713,2,0
14285,4,0
171112,1,0
175895,1,0
26000,81,17
132774,4,0
54133,25,2
185080,2877,694
19559,19,6
31449,23,7
41426,183,74
12516,1945,1086
160653,238,183
174369,513,230
83069,202,306
18516,196,87
166697,80,186
79309,662,180
174545,9,16
81949,2,0
170532,21,9
157453,61,14
119503,5,2
122532,2,0
69688,8,5
178154,1,1
124281,5,0
111226,0,1
40512,2,0
11636,1,0
155420,2,1
115642,12,4
145355,2,0
50528,1,0
10607,4,1
86188,36,10
9090,7,0
11987,12,2
171774,10,3
54584,150,74
50608,9,11
82545,18,23
1583,26,7
53640,4,0
145335,5,5
102422,52,14
54149,466,261
114004,18,3
27239,6,0
8663,340,70
151287,62,34
136106,34,4
26402,4,0
84104,4,2
104350,9,0
44525,31,4
17555,4,1
171685,3,0
97601,7,1
71193,3,3
85377,6,7
77816,44,16
189530,2,0
39268,6,1
186546,27,9
90962,184,96
86994,1,0
104325,0,4
138545,32,66
18366,32,15
51034,43,51
111447,2,0
91885,14,8
158876,14,6
141464,11,1
76851,1,0
145620,5,2
40857,329,265
86505,19,8
175556,35,22
21870,1,0
130631,3,2
78883,6,0
137605,28,10
179892,435,175
180368,5,0
166056,0,3
168254,162,84
112371,2,2
95839,1,0
189400,24,4
159257,4,1
114574,4,0
132849,3,0
24934,50,35
166965,171,71
89679,7,0
73523,1,0
104058,3,0
89098,2,2
93456,12,3
88582,10,14
123589,2,0
132199,4,0
101326,30,2
97171,208,399
76053,1,1
19014,10,8
84622,2,0
128699,6,2
81609,43,60
168751,267,65
112648,4,2
115083,92,61
16100,5,0
143735,6,0
93560,4,3
140569,14,8
163185,46,12
168960,4,0
150804,175,108
173761,494,204
167981,46,47
29354,26,49
159934,51,24
11303,5,1
188158,22,4
100267,9,4
81119,417,337
67221,48,25
61022,1166,378
99994,14,3
4250,4,0
85856,2,0
84759,0,12
136025,4,0
79200,57,16
162685,2,0
92704,49,18
61070,2,0
125926,2,0
116653,928,493
173227,29,12
13067,3,0
173875,0,1
118745,44,13
162207,2,0
86280,15,1
51198,3,0
115346,12,0
111062,23,4
138443,16,2
123857,28,16
74554,20,2
145044,16,15
19668,8,1
68627,22,1
87353,2,1
50835,39,2
163083,7,6
151613,4,2
146559,1,1
148562,6,0
28269,4,6
189135,2,0
29941,25,9
28094,2,0
57852,1,0
31746,45,20
55537,5,2
61249,1,0
92666,7,1
153326,27,4
128602,6,6
35743,18,12
41700,61,57
168828,8,1
19741,490,177
89334,54,46
167256,145,25
5319,2,0
118441,19,26
113529,33,2
159749,6,1
61701,18,3
100052,638,104
3424,0,1
61205,3,2
60679,2,0
82599,3,0
137442,3,0
80227,169,97
49347,1,0
17189,36,9
84232,7,1
10033,3,5
146842,26,10
121690,27,39
71320,102,32
101900,118,53
117637,120,55
87120,57,16
51094,154,67
169413,81,11
120067,4,5
8127,24,15
131690,2,0
160207,2,0
8791,2,2
10829,20,12
60244,4,0
138615,14,4
182053,5,0
46452,57,18
108880,120,45
85108,890,369
120533,404,206
38821,1506,2102
125689,3623,2274
114227,943,376
136140,450,134
129851,89,21
185589,30,11
51275,24,14
51729,426,117
170206,43,15
38437,1,0
15820,1,0
10785,10,2
23781,27,3
123174,19,5
182806,18,11
101991,23,4
158576,19,28
177985,113,39
128534,8,0
153029,67,56
185609,4,0
80769,84,9
101800,14,20
144345,50,6
767,1,0
134961,13,3
96691,114,40
151754,64,40
75237,4,4
97231,2,0
150241,2,1
153200,53,23
188599,9,4
173673,16,14
44854,11,4
144252,26,18
11580,28,17
177521,27,4
170377,9,0
46395,210,141
84876,22,6
163430,0,1
42324,38,6
58936,71,12
7610,93,95
90343,0,1
125115,1,1
14474,45,11
302,1,0
107099,5,1
22348,11,3
48249,2,1
7110,7,0
37161,36,12
127695,28,11
124130,3,3
34149,6,3
36472,7,5
186545,132,53
189611,3,0
45841,4,0
3796,26,3
172683,18,4
51476,10,3
158995,3,0
175158,64,30
89057,2,0
150320,2,0
180488,2,0
104465,47,11
92479,26,15
71596,7,3
170885,5,0
45543,11,5
158158,335,196
155813,10,3
33223,2,0
41371,75,39
45280,1,0
23700,2,1
90697,161,55
159824,39,7
140935,1,0
127635,9,7
72862,3,1
18731,2,1
123913,29,15
85596,1,1
105937,8,5
168709,7,3
20650,5,4
71357,8,3
185968,8,3
94001,36,6
74437,39,16
56838,1,1
45490,1,0
68302,1,0
35638,6,0
136068,97,19
91550,108,72
150151,431,126
142241,1809,732
143238,750,655
108508,4182,1364
69491,1004,375
59905,191,75
61862,1457,298
43478,51,23
92389,39,54
179797,55,57
90013,66,23
50753,24,10
9205,4,5
83290,19,12
15456,1528,518
185480,2,0
40601,65,16
76376,57,24
49703,0,1
102425,28,5
101876,32,8
150330,3,2
185529,1,0
129526,3,1
175966,3,0
87117,2,0
6972,122,34
68255,296,113
10642,492,112
58507,759,577
47546,704,572
130625,2353,1136
90165,319,232
166393,57,19
48,1727,439
23928,50,30
185186,30,32
88042,93,39
184126,172,54
162826,35,18
146767,5,4
70912,18,19
126481,513,150
27917,1,0
76321,29,1
110483,17,4
130997,36,14
167784,1,0
113380,2,0
43335,22,10
130842,48,15
106931,21,3
133621,6,3
149589,5,1
158452,78,38
63674,90,44
5564,154,61
149308,5143,1312
129115,1725,1119
153009,522,523
168586,258,135
86628,23,5
136238,337,121
180463,9,3
35953,442,226
151808,830,331
34579,67,22
15068,97,38
27695,5,1
164400,0,1
139332,1,0
166823,49,14
76250,14,7
187327,1,0
9774,1,0
5925,29,16
169187,6,2
80719,1,0
157608,45,20
25969,1,2
27018,12,3
75201,48,23
28394,215,86
76893,499,188
51569,442,565
24843,1680,999
99842,5726,1777
105405,780,280
35405,101,37
128514,4214,924
182448,76,38
82798,77,29
70040,54,49
1914,311,99
34922,12,7
162337,1,0
69904,22,8
164318,2002,627
137135,1,0
133746,17,2
133521,36,24
186320,34,11
159099,1,1
138258,1,0
122603,0,1
2690,13,4
1030,51,23
107178,19,11
136422,0,1
182859,1,0
162342,16,7
81733,15,7
89238,98,50
48205,393,180
123348,2379,1512
86112,1683,872
111711,4333,1235
30180,303,135
121733,40,14
160829,3155,824
144646,183,63
166432,134,49
125987,55,34
2528,306,107
10356,30,8
1113,9,1
165291,21,8
143280,1176,364
65155,2,0
74448,0,1
168800,18,7
145280,62,12
187374,12,2
114210,1,0
142547,9,3
46947,3,0
43591,2,1
37154,7,3
140350,30,11
22455,54,53
134238,782,400
56207,1987,638
66707,1709,1119
67205,2267,957
180835,2588,918
14303,315,113
158798,870,163
58882,212,78
26282,122,43
121869,62,41
14711,169,126
51211,38,11
79867,24,13
113981,10,3
127844,16,17
79022,14,4
62504,11,2
21784,2,0
73190,1,0
51732,51,18
120915,7,1
38915,25,13
116629,40,12
98850,16,16
98969,1200,429
2657,1980,539
31429,1201,569
150393,1796,1081
51935,206,172
9284,1040,439
56214,397,115
77840,18,7
82264,1592,422
123766,36,12
188895,144,86
123841,40,15
161419,11,4
127477,2,0
90424,11,18
143176,144,48
3211,1,0
22309,9,1
29984,56,30
171861,18,3
29107,5,0
185443,1,0
160053,3,2
155954,1,2
67030,31,15
111214,7,3
78613,838,295
107995,8,3
17170,7,3
163670,13,4
44124,13,5
120510,13,3
146481,3,0
134098,207,33
6293,17,0
142082,19,4
127231,0,1
60998,11,0
171925,73,19
59146,16,2
159489,1,0
178388,3,2
143206,5,2
162341,3,8
187769,3,0
128823,4,0
155361,2,0
118805,13,13
100437,0,2
77299,7,0
136178,398,140
156579,11,1
41132,0,9
101642,34,13
110265,43,9
60218,2,0
124652,57,14
70406,53,8
57193,8,3
136176,31,17
61048,1,0
175752,1,0
175624,32,13
147497,1,0
60309,53,22
174242,0,1
153627,83,64
25553,31,12
35269,3,1
182205,166,64
78199,129,120
115577,34,11
100767,1,0
91131,25,6
163840,41,4
133373,4,2
45911,1,0
49240,3,1
113797,3,0
3578,36,13
138788,3,1
187821,22,7
99194,7,6
179291,67,26
144174,1,0
159409,139,31
35203,64,12
4004,20,3
146593,2,0
87640,98,24
49838,4,0
79367,5,0
189948,15,6
20476,10,0
168076,4,0
69948,11,6
30880,5,0
72797,67,29
184744,3,0
158954,5,0
64964,12,1
11860,1,0
46601,257,145
86703,45,23
180168,115,22
108613,1531,462
167148,38,13
68182,1170,203
17864,171,107
181160,195,73
88103,15,5
162197,29,10
67864,38,13
63256,4,0
3349,182,39
81991,45,19
92672,4,0
30418,2,0
117426,2,0
59297,25,12
49301,3,0
25593,13,5
174921,4,0
156290,1,0
99916,3,0
8759,0,1
29062,1,2
64661,48,25
185662,7,3
15291,2,3
110105,1,0
121876,101,16
88892,141,73
124760,93,28
161489,97,17
54656,27,13
177139,54,9
87538,153,62
11959,263,104
76226,138,84
28719,196,60
18094,37,20
148320,18,11
59575,29,5
50298,8,2
147078,15,5
77462,4,0
85391,18,19
13124,12,6
134481,5,0
72946,3,4
152789,23,1
159264,2,0
4832,0,1
88873,2,1
67983,51,11
22769,46,36
74370,4,6
96394,1,0
131392,36,10
37696,32,8
88613,11,9
119471,103,46
76469,202,105
123950,2199,904
142048,645,199
139630,3532,1686
161164,5874,1480
84637,2782,2061
153890,2269,948
16340,89,38
104980,14,2
186851,7,1
7477,77,36
189967,33,9
1863,2,0
93689,20,9
56829,9,4
98097,2,0
178706,14,2
101637,80,18
86397,58,27
146806,40,16
59,1,0
182839,4,1
102321,4,2
150912,14,9
117921,4,0
112063,8,1
149844,5,0
190110,4,0
171787,0,1
176243,34,12
112598,11,5
32924,7,4
106827,36,13
121060,288,138
68228,1506,532
72381,1235,1180
177841,4337,2354
183345,904,589
110656,795,180
11735,223,86
133452,94,43
72132,27,13
31571,7,0
42397,0,1
16270,34,21
126162,1,0
113957,3,1
64169,15,4
56069,4,0
55953,1,0
164726,14,2
137484,1,0
15495,40,5
144993,5,0
146164,13,0
32470,9,3
170754,10,1
12087,0,1
184168,174,90
46920,6,4
128528,13,8
54336,449,265
123408,5,2
178436,11,3
87846,5,0
5761,253,113
132770,41,15
127512,110,70
185956,126,91
58512,1780,1261
131262,1675,1358
120454,1346,2373
73505,1036,1161
11902,696,290
142169,536,200
100486,4,1
57077,13,2
113696,62,25
39207,12,3
53223,7,5
43673,17,4
155088,58,28
59912,49,25
151307,6,2
95035,17,2
80493,16,0
18378,47,6
88636,79,19
151333,786,213
109876,169,56
72445,53,55
134564,13,10
87480,200,37
115837,326,92
78965,72,21
32651,54,8
65208,15,4
123931,2,4
28036,4,0
88763,7,1
134429,1,0
102818,373,168
164562,54,8
189029,1,0
94814,1,0
112082,1,0
180773,74,13
89043,5,2
149489,102,20
35391,7,2
76761,21,11
61799,20,18
135696,13,1
10702,3,1
37695,5,1
45958,9,2
28584,3,0
74121,18,8
96344,45,17
83362,20,6
66892,8,3
82014,267,89
115213,192,57
15477,190,97
189486,124,141
60891,1972,2914
34848,1325,1583
122684,1053,309
177183,347,201
50132,10,16
145742,40,44
170388,11,4
135160,2193,764
78848,7,1
28715,229,77
105710,61,19
32331,52,12
1325,0,1
167548,8,1
35520,32,7
158817,8,4
125204,11,4
49444,6,3
100802,7,2
88146,12,3
121151,9,3
154396,1,2
74140,57,23
169633,2,0
40577,1,0
16010,8,1
91149,129,86
61760,77,19
8736,141,1367
86017,482,262
50223,1199,1474
142967,3377,4711
40496,277,413
6384,944,378
112485,156,39
1939,67,23
157132,20,11
150183,6,6
80394,887,385
157205,8,1
76535,1,3
156648,3,0
97991,1,0
38900,56,27
52616,8,12
149185,6,7
177438,3,2
131663,28,8
58924,34,8
70716,5,5
70816,68,23
43567,115,17
185424,16,10
120123,2,0
87420,65,41
75283,6,0
89400,25,15
100474,2,0
177270,42,15
174800,10,2
80020,1,0
152241,5,0
189358,2,0
99486,10,5
182426,7,1
160014,70,32
64567,29,17
160881,36,18
177234,12,7
108356,4,2
120196,24,12
57652,15,2
60711,13,2
154916,365,209
8402,9,7
73063,1,0
63105,33,9
37042,70,4
130697,121,22
147980,16,4
47299,2,0
9945,1,0
110212,4,0
96652,3,0
149366,6,4
180059,1,0
146072,2,1
20135,82,35
68975,13,13
46326,7,4
172448,11,1
96139,10,12
140537,26,13
86913,20,19
46290,1,0
93261,42,62
170673,104,25
62137,30,9
122717,1,0
86242,48,36
161326,1,0
39696,0,1
182190,1,0
39478,15,4
176305,1,0
55777,15,4
33487,2,2
79801,3,1
147543,15,10
111807,41,25
154935,11,12
23940,3,1
86200,13,1
63621,10,12
4131,26,10
47504,1,0
143793,52,38
26795,33,6
34128,18,1
116933,132,16
18508,1,0
65471,5,0
164035,14,7
4562,76,25
123238,4,2
12372,5,1
58791,6,3
139746,5,5
74574,2,0
145957,4,2
85722,40,32
93302,1,0
130880,1,0
150289,15,7
16293,1,0
75682,0,1
71914,15,3
106887,10,4
58222,11,2
9791,120,77
149381,241,79
144850,2586,561
52483,1393,1458
137290,515,269
30287,2521,1073
11577,617,188
172074,1266,379
163971,41,15
54001,128,32
155587,98,34
146687,326,289
87717,0,2
43119,32,6
139561,11,5
155703,132,66
177223,6,10
82441,42,11
148685,1,0
119263,25,10
36980,1,0
8158,2,0
5388,9,5
107674,28,11
8000,91,16
162956,9,4
131502,13,5
105338,10,6
50363,1,0
143108,1,0
110847,1,0
155205,1,0
61461,65,42
172883,3,0
50067,527,239
47958,28,8
56616,133,59
38734,247,145
46594,193,44
101914,539,257
119057,2934,2949
127093,1618,1308
134524,4020,1055
77430,617,403
126085,144,65
53311,21,4
170656,27,8
113636,27,20
186954,16,4
114790,28,18
177655,276,74
11924,44,9
86258,10,4
180333,17,7
152886,3,0
89143,1,0
168568,2,0
17805,30,16
189444,59,19
42394,6,0
180554,263,149
174278,9,10
66346,188,54
44218,128,99
140595,62,28
58407,1391,595
129403,1115,3345
160159,1171,1913
2595,4140,1203
75658,2843,661
131934,348,153
112232,11,1
10192,62,22
106354,7,5
24045,17,4
72605,21,8
52191,215,48
149322,528,190
81131,9,4
122797,14,6
1382,6,14
7177,23,23
3909,10,7
43411,0,1
171635,35,3
61430,149,43
103964,24,22
37087,29,6
128776,23,4
123769,46,14
105678,124,41
9592,66,32
68218,318,258
182950,2163,2866
38540,1645,1926
113823,4332,943
109155,2320,616
81463,59,15
48438,30,29
98938,117,69
181994,31,10
177,69,22
118293,1,0
8022,2,0
122320,17,12
176514,8,1
77568,0,1
141907,1,0
15470,19,10
63304,45,9
63056,85,16
66551,161,45
40671,51,28
152532,138,60
137726,4581,1021
116504,2541,1443
108238,4449,1180
136544,38,47
122683,172,82
10779,122,45
137140,296,143
109654,3,1
100517,1163,328
92436,1,0
37409,21,3
117394,88,42
128472,16,4
12314,4,0
41788,96,67
29336,3,0
70632,3,0
46614,3,0
75441,0,1
131330,47,13
25928,2,0
8214,2,0
116058,3,1
19948,1,1
149564,93,37
62508,38,25
124685,185,113
134394,64,25
51877,76,37
35298,610,208
87812,1355,863
79116,1079,743
125311,93,178
25215,4,2
25329,101,42
77924,354,98
1654,1,0
27772,141,41
147813,30,5
126423,7,3
31958,167,82
152510,38,24
165590,434,501
133149,660,725
161086,1962,582
165623,1623,822
67447,71,32
32490,34,17
35984,18,4
107903,4,3
67170,39,14
72828,2,0
23803,6,1
154735,1,0
93332,6,2
87870,64,31
156781,1,1
59338,1,0
22716,3,1
124994,0,1
121698,4,1
185697,5,0
30608,7,0
187390,4,0
49723,24,9
169820,93,54
149525,50,31
130140,2,0
72833,19,3
125194,44,30
57329,618,732
65330,1144,619
112275,184,111
83907,1244,2002
178272,209,98
115398,97,30
153812,11,6
109015,5,3
13011,16,6
173529,64,5
188966,5,0
112287,3,0
56998,10,5
39,18,5
52005,0,1
30026,1,0
47758,4,1
175157,1,0
4032,3,0
185294,2,0
80473,18,7
33925,11,2
35787,5,1
128503,549,314
80176,19,6
12841,272,52
73464,127,48
167274,212,128
180854,347,254
83952,1142,567
52152,59,5
29929,3,1
38586,1,2
113168,3,1
23354,3,1
34958,7,4
135444,11,2
123299,0,1
154965,76,30
178566,2,0
19882,1,0
15145,1,0
92830,1,0
162708,22,8
138260,28,8
5746,70,62
90761,319,198
155844,94,221
105874,3027,1173
89410,951,1280
114538,3825,1130
166590,6997,1865
88048,206,74
98491,107,29
56018,23,4
61487,1,0
156585,1,0
101491,16,9
90996,1,0
87159,1,0
6244,2,0
135835,6,0
185920,26,12
10533,15,4
89070,10,3
146343,32,30
154151,185,111
36269,7,5
22813,36,22
104200,2,1
57696,11,5
57571,205,81
127398,16,6
103936,77,76
146036,112,109
38041,1507,673
160709,1210,859
143103,1528,2405
16764,4605,1052
50859,155,80
168442,19,7
61950,28,12
5907,76,29
159656,41,28
15922,14,1
189290,15,4
126677,8,3
25452,675,248
1226,1,1
87494,24,4
84139,28,4
163561,383,96
37299,47,38
83419,4001,1064
127538,70,28
142023,80,101
54181,185,30
134485,65,44
105181,12,3
123583,15,7
161648,4,2
9342,5,4
7077,2,1
43163,0,1
104385,3,1
183708,2,0
90387,0,2
70450,1,0
167860,8,0
75663,1,0
153445,0,1
144636,9,3
124611,95,17
137597,21,13
12850,14,14
587,68,30
141343,22,27
29971,294,119
29764,372,109
23805,43,21
90504,41,28
8351,376,215
105144,672,132
155838,15,10
161640,15,1
60429,2,1
80182,6,0
62136,4,1
65535,70,55
19614,0,1
111683,18,10
33625,1,0
137357,0,1
72572,1,0
135807,1,1
39048,23,3
145984,3,1
64457,25,7
26042,16,5
21159,17,5
149523,17,7
101284,6,2
158849,58,25
553,404,196
52742,105,225
171727,817,371
153714,128,35
56359,264,83
92556,388,154
21971,2567,805
13842,17,0
106933,135,34
76426,3,2
169045,10,2
184406,1,0
173905,3,0
175588,43,13
129148,0,3
95594,0,1
57832,8,0
138007,4,0
70732,16,7
165673,1,0
90471,12,3
74604,23,6
168809,2,3
126293,43,18
127152,301,100
78316,305,96
68713,125,29
178160,275,26
115542,823,190
94523,96,22
18549,19,4
116090,134,86
26838,65,78
126335,9,1
113441,2,0
56667,6,0
78678,8,9
69076,4,0
156309,1,0
163897,14,1
165732,1,0
85593,1,0
64918,36,20
108173,77,8
174286,4,0
108511,3,0
119100,5,0
38562,6,1
95458,25,5
